Nome,Categoria,Raridade,Efeito,Efeito_Jogador,Valor (Sins),Obtenção,Tipo de Craft,Ingredientes,Tags,Lore/Notas,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Coluna 8,Coluna 9,Coluna 10,Coluna 11,Coluna 12,Coluna 13,Coluna 14,Coluna 15,Coluna 16,Coluna 17,Coluna 18
Amuleto de Malkhor,Item Mágico,Luxária,+2 em todas as perícias enquanto vestido. Custo: perde 1 de Éter por perícia sucedida. Item único.,,6d12+80,Único/Quest,Não-craftável,,Utilidade,"Artefato do deus do pecado. Poder amplo a custo de corrosão espiritual contínua — tematicamente, o pacto faustiano em forma de joia.",,,,,,,,,,,,,,,,,,
Olho de Vytália,Item Mágico,Luxária,Vê o verdadeiro nome de criaturas. +6 Percepção enquanto equipado. Item único.,,6d12+80,Único/Quest,Não-craftável,,Utilidade,Relíquia de Vytália. Enxerga a verdade dos seres vivos.,,,,,,,,,,,,,,,,,,
Coroa do Eco Mental,Item Mágico,Luxária,+4 Vontade. 1x por descanso longo: lê o pensamento superficial de um alvo.,,6d12+80,"Drop CR≥3, Loja",Não-craftável,,Suporte,,,,,,,,,,,,,,,,,,,
Capa do Vazio,Item Mágico,Luxária,"Ae(Todos, 3), (Exceto: Força e Primordial). 1x por descanso longo: fica Invisível por 1 rodada.",,6d12+80,"Drop CR≥3, Loja",Não-craftável,,Sobrevivência,,,,,,,,,,,,,,,,,,,
Cristal da Ressurreição,Consumível,Luxária,1 uso: ressuscita criatura morta há até 1 min com 1 de Saúde.,,6d12+80,Drop CR≥3,Não-craftável,,,,,,,,,,,,,,,,,,,,,
Botas da Dimensão,Item Mágico,Luxária,3x por descanso longo: Translocação Arcana 9m como 1 Ação.,,6d12+80,"Drop CR≥3, Loja",Não-craftável,,Mobilidade,,,,,,,,,,,,,,,,,,,
Luva do Primórdio,Item Mágico,Luxária,Ataques desarmados: +2d6 Primordial.,,6d12+80,Drop CR≥3,Não-craftável,,Dano,,,,,,,,,,,,,,,,,,,
Anel da Imortalidade,Item Mágico,Luxária,1x por descanso longo: ressuscita com 1 de Saúde ao morrer.,,6d12+80,"Drop CR≥3, Loja",Não-craftável,,Suporte,,,,,,,,,,,,,,,,,,,
Coroa de Kha,Item Mágico,Luxária,+4 em todas as perícias enquanto vestida. Atrai atenção divina: o Mestre pode invocar consequências ou eventos divinos enquanto a coroa for usada. Item único.,,6d12+80,Único/Quest,Não-craftável,,Mobilidade,"Fragmento da coroa de Kha, o deus supremo desaparecido. Poder imenso a um preço imprevisível — usá-la é gritar aos céus que você a possui.",,,,,,,,,,,,,,,,,,
Coroa da Conflagração,Item Mágico,Luxária,Suas magias de área causam +1 dado de dano. Inimigos que terminam o turno na área ficam Em Chamas.,,6d12+80,"Drop, Loja",Não-craftável,,Dano,Relíquia de um Teurgo caído.,,,,,,,,,,,,,,,,,,
Punho de Mundarak,Item Mágico,Luxária,Ataques desarmados +2d6 Contundente e ignoram Ae. 1x por descanso longo: um acerto aplica Atordoado (Fortitude resiste).,,6d12+80,"Drop, Loja",Não-craftável,,Dano,Esculpido na pedra do deus do mundo.,,,,,,,,,,,,,,,,,,
Coroa do Maestro,Item Mágico,Luxária,"1x por descanso longo: Ação Livre, concede a um aliado uma +1 ação no turno dele.",,6d12+80,"Drop, Loja",Não-craftável,,Suporte,Diadema dos antigos regentes.,,,,,,,,,,,,,,,,,,
Égide de Karmath,Item Mágico,Luxária,Resistência ao primeiro tipo de dano que te atingir em cada combate (escolhido na hora). -2 Éter máximo enquanto vestida.,,6d12+80,"Drop, Loja",Não-craftável,,Sobrevivência,Relíquia do deus da justiça.,,,,,,,,,,,,,,,,,,
Anel do Deslize,Item Mágico,Luxária,3x por descanso longo: move-se até 3m como ação livre sem provocar ataques de oportunidade.,,6d12+80,"Drop, Loja",Não-craftável,,Mobilidade,,,,,,,,,,,,,,,,,,,
Selo de Velúria,Item Mágico,Luxária,1x por descanso longo: recupera todo o Éter instantaneamente. Atrai a atenção da deusa da magia.,,6d12+80,"Drop, Loja",Não-craftável,,Utilidade,Sino sagrado dos conjuradores.,,,,,,,,,,,,,,,,,,
Munição Perfurante,Munição,Incomum,[Distância Pesada] Ignora 5 de Armadura(Ar) no acerto. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,5d6+15,"Loja, Drop",Engenharia,1x Peça Mecânica,Munição/Distância Pesada,,,,,,,,,,,,,,,,,,,
Munição Incendiária,Munição,Incomum,[Distância Pesada] +1d6 Fogo no acerto. Crítico: Em Chamas. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,5d6+15,"Loja, Drop",Engenharia,1x Peça Mecânica,Munição/Distância Pesada,,,,,,,,,,,,,,,,,,,
Munição do Executor,Munição,Luxária,[Distância Pesada] Ignora toda Armadura (Ar e Ae). Contra alvo abaixo de 1/4 da Saúde: +4d6. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,6d12+80,"Drop, Loja",Não-craftável,,Munição/Distância Pesada,,,,,,,,,,,,,,,,,,,
Flecha de Osh'Kar,Munição,Luxária,"[Distância Simples] +2d6 Necrótico. Crítico: alvo não pode ser curado por todo combate (Vontade resiste, e fica imune ao efeito). Empilhável: pesa 1 bugiganga a cada 10 unidades.",,6d12+80,"Drop, Loja",Não-craftável,,Munição/Distância Simples,,,,,,,,,,,,,,,,,,,
Virote Dimensional,Munição,Luxária,[Distância Simples] Ignora qualquer cobertura e teleporta para a mão do atirador após o acerto. +2d6 Místico. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,6d12+80,"Drop, Loja",Não-craftável,,Munição/Distância Simples,,,,,,,,,,,,,,,,,,,
Lâminas do Vazio,Munição,Luxária,[Arremesso] +2d6 Primordial. Crítico: alvo fica Exposto e Sangramento 2. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,6d12+80,"Drop, Loja",Não-craftável,,Munição/Arremesso,,,,,,,,,,,,,,,,,,,
Virotes/Flechas,Munição,Ordinário,[Distância Simples] Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10,Loja,Engenharia,1x Peça Mecânica,Munição/Distância Simples,,,,,,,,,,,,,,,,,,,
Munição de Fogo,Munição,Ordinário,[Distância Pesada] Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10,"Drop CR≤2, Drop CR≥3, Loja",Engenharia,1x Peça Mecânica,Munição/Distância Pesada,,,,,,,,,,,,,,,,,,,
Conjunto de Arremesso,Munição,Ordinário,[Arremesso] Facas e dardos de arremesso. Empilhável: pesa 1 bugiganga a cada 10 unidades.,,2d10,"Drop CR≤2, Loja",Engenharia,1x Peça Mecânica,Munição/Arremesso,,,,,,,,,,,,,,,,,,,
Escudo Reforçado,Escudo,Incomum,"+3 Defender como reação. -1,5 Movimento.",,5d6+15,"Loja, Drop",Ferraria,1x Aço Temperado,Escudo,,,,,,,,,,,,,,,,,,,
Escudo Rúnico de Guerra,Escudo,Exótico,"+4 Defender. Ae(Ordinário, 2). -1,5 Movimento.",,6d10+40,"Loja, Drop",Ferraria,1x Liga Rúnica,Escudo,,,,,,,,,,,,,,,,,,,
Escudo Primordial,Escudo,Luxária,"+4 Defender. 1x por combate: anula completamente o dano de um ataque (reação). -1,5 Movimento.",,6d12+80,"Loja, Drop",Ferraria,1x Liga Primordial,Escudo,,,,,,,,,,,,,,,,,,,
